customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend
5154-vekbl,female,0,no,no,9,no,no phone service,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,mailed check,58.5,539.85,yes,6-12,53.985
4324-ahjks,female,0,no,no,5,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,no,credit card (automatic),55.8,300.4,no,0-6,50.06666666666666
4355-cvpvs,female,0,yes,yes,56,yes,no,fiber optic,no,no,no,no,yes,yes,one year,no,bank transfer (automatic),88.9,4968.0,no,48+,87.15789473684211
4495-lhssk,female,0,no,yes,18,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,57.65,992.7,no,12-24,52.247368421052634
5655-jsmzm,male,1,no,no,49,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.2,4718.25,yes,48+,94.365
5915-anoei,male,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,mailed check,79.15,5536.5,no,48+,77.97887323943662
9861-pdszp,female,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),108.05,7806.6,no,48+,106.93972602739727
4505-exzhb,female,1,no,no,6,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,74.4,434.1,yes,0-6,62.01428571428572
7225-cbzpl,male,1,yes,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.8,1563.9,no,12-24,86.88333333333334
6704-utukk,male,0,yes,no,29,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,45.9,1332.4,no,24-48,44.413333333333334
4587-vvtox,female,0,yes,no,6,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.3,545.2,yes,0-6,77.88571428571429
2019-hdczy,male,0,yes,no,63,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,electronic check,102.6,6296.75,no,48+,98.38671875
4652-nnhny,male,0,yes,no,16,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),73.85,1284.2,yes,12-24,75.54117647058824
8788-doxsu,male,0,no,no,59,yes,no,dsl,no,no,yes,no,no,yes,one year,yes,bank transfer (automatic),61.35,3645.5,no,48+,60.75833333333333
7404-jlkqg,female,0,no,no,3,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,electronic check,57.55,161.45,no,0-6,40.3625
7421-zlupa,female,0,no,no,8,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,29.25,226.95,no,6-12,25.216666666666665
8972-hjwnv,female,1,yes,no,7,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.55,646.85,yes,6-12,80.85625
3274-nsdwe,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,1441.65,no,48+,20.893478260869568
2632-ivxvf,female,0,yes,yes,68,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),111.75,7511.3,no,48+,108.85942028985508
3692-jhonh,female,1,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,106.5,5621.85,no,48+,106.07264150943396
8915-nntrc,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),107.7,7919.8,no,48+,108.4904109589041
5914-gxmda,female,0,yes,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.3,593.2,no,24-48,17.975757575757576
7463-ifmqu,female,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,1423.65,no,48+,19.50205479452055
2920-rncez,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,69.95,no,0-6,34.975
2541-ygpke,male,0,yes,yes,42,yes,no,dsl,yes,no,no,yes,no,yes,one year,no,credit card (automatic),63.7,2763.35,no,24-48,64.2639534883721
8515-octjs,female,0,no,no,25,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,692.1,yes,24-48,26.61923076923077
5382-temlv,male,0,no,no,45,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.9,2298.55,no,24-48,49.96847826086957
3441-cgzjh,female,0,yes,yes,43,no,no phone service,dsl,yes,no,yes,yes,yes,yes,one year,yes,credit card (automatic),60.4,2640.55,no,24-48,60.0125
9592-erdkv,male,0,yes,no,37,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,no,mailed check,79.25,2911.8,no,24-48,76.6263157894737
2860-ranus,female,1,no,no,20,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),85.8,1727.5,yes,12-24,82.26190476190476
5261-qshqm,female,0,no,no,4,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,86.6,yes,0-6,17.32
4778-izarl,male,0,yes,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.1,6705.7,no,48+,104.7765625
0432-cajzv,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,mailed check,90.7,237.65,no,0-6,59.4125
7008-lzvoz,male,0,yes,yes,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),25.3,1672.35,no,48+,24.96044776119403
8868-wozgu,male,0,no,no,28,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.7,2979.5,yes,24-48,102.74137931034483
1200-tuzhr,female,1,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,85.2,695.75,no,6-12,77.30555555555556
9365-cslbq,male,0,no,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.35,1654.6,no,48+,22.980555555555554
1334-fjsvr,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.25,24.25,yes,0-6,12.125
5884-fbctl,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.1,1857.85,no,48+,25.45
7130-ctcus,male,1,yes,no,16,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),54.55,825.1,no,12-24,48.53529411764706
6242-fegfd,male,0,yes,no,66,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,mailed check,96.6,6424.25,no,48+,95.88432835820896
7625-xcqrh,female,0,no,no,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.5,837.95,yes,6-12,69.82916666666667
6194-hbgqn,male,0,no,no,51,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,yes,credit card (automatic),81.15,4126.2,no,48+,79.35
7634-wswdb,female,0,no,yes,8,no,no phone service,dsl,yes,no,no,no,no,yes,month-to-month,yes,electronic check,38.5,330.8,no,6-12,36.75555555555556
6986-ixndm,male,0,no,no,14,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,92.9,1337.45,no,12-24,89.16333333333334
1731-tviuk,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,93.5,362.2,yes,0-6,72.44
2987-bjxik,female,0,no,no,70,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,84.7,5991.05,no,48+,84.38098591549296
9769-tsbze,female,0,no,yes,70,yes,yes,dsl,yes,yes,no,yes,no,no,two year,no,electronic check,66.0,4891.5,no,48+,68.8943661971831
0406-bpdvr,female,1,yes,no,54,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,yes,credit card (automatic),101.5,5373.1,yes,48+,97.69272727272728
0618-xwmss,male,0,no,yes,28,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),74.9,2068.55,yes,24-48,71.32931034482759
1395-wswxr,male,0,no,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.75,487.05,no,12-24,19.482
6023-gssxw,female,0,yes,no,69,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,credit card (automatic),61.45,4131.2,no,48+,59.01714285714286
6752-apnjl,male,0,yes,yes,42,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.5,2301.15,no,24-48,53.51511627906977
5276-kqwhg,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,131.65,yes,0-6,43.88333333333333
0420-hlgxf,female,1,no,no,39,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,4036.0,no,24-48,100.9
7446-kqiso,male,0,yes,yes,45,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),109.75,4900.65,no,24-48,106.53586956521738
9823-ealyc,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),80.85,5727.45,no,48+,78.45821917808219
0582-avcln,female,0,no,no,38,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.3,743.05,no,24-48,19.0525641025641
5803-nqjzo,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),67.8,4804.65,no,48+,65.81712328767122
2565-jslry,male,0,no,no,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,24.05,24.05,yes,0-6,12.025
2607-dhdak,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1414.65,no,48+,19.378767123287673
1073-xxczd,male,0,yes,no,55,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.7,1443.65,no,48+,25.779464285714287
0743-hrvff,female,0,yes,yes,51,no,no phone service,dsl,no,no,yes,yes,yes,yes,one year,yes,electronic check,56.15,2898.95,no,48+,55.74903846153846
4006-hkyho,male,0,no,no,63,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),86.7,5309.5,no,48+,82.9609375
3727-jeztu,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,20.4,no,0-6,10.2
8143-etqti,female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.65,451.55,no,12-24,18.814583333333335
6689-kxgbo,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,50.55,50.55,yes,0-6,25.275
9667-tktvz,female,0,no,no,2,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,54.35,117.05,no,0-6,39.016666666666666
3657-cogmw,female,1,no,no,52,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),108.1,5839.3,no,48+,110.17547169811321
8570-kljyj,female,0,no,no,36,yes,yes,dsl,yes,no,no,no,no,no,one year,no,mailed check,54.45,1893.5,no,24-48,51.17567567567568
7754-ixrmc,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.35,45.35,no,0-6,22.675
9473-cbzop,female,0,no,no,28,yes,yes,dsl,yes,no,yes,no,no,no,one year,no,mailed check,59.0,1654.45,no,24-48,57.050000000000004
2969-wghqo,female,0,yes,yes,7,yes,no,dsl,yes,yes,yes,no,yes,no,one year,no,electronic check,69.45,477.05,no,6-12,59.63125
6615-nggzj,male,0,no,no,14,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.55,1415.55,yes,12-24,94.36999999999999
4334-howrp,male,1,yes,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),64.95,4546.0,no,48+,62.273972602739725
4255-dduou,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.5,20.5,yes,0-6,10.25
5863-ookcl,female,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,18.85,163.2,no,6-12,14.836363636363636
1686-stuhn,male,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,849.9,no,24-48,19.765116279069765
1329-vhwnp,female,0,no,no,7,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),25.05,189.95,no,6-12,23.74375
2984-miizl,male,0,no,no,4,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),74.8,321.9,yes,0-6,64.38
0266-gmeao,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),114.3,8058.55,no,48+,110.39109589041097
5590-yrfjt,female,0,yes,no,20,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,482.8,yes,12-24,22.99047619047619
5574-nxziu,male,0,no,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),109.2,7049.75,no,48+,110.15234375
0019-gfntw,female,0,no,no,56,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),45.05,2560.1,no,48+,44.9140350877193
4256-zwtzi,female,0,no,yes,5,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,51.0,286.8,no,0-6,47.800000000000004
8309-ppced,female,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.45,7982.5,no,48+,109.34931506849315
4098-naukp,male,1,yes,yes,68,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,84.65,5683.6,no,48+,82.37101449275363
5196-wpyow,male,0,yes,yes,67,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,60.05,3994.05,no,48+,58.73602941176471
4608-lcimn,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),44.65,369.15,no,6-12,41.016666666666666
1485-ydhmm,male,0,yes,yes,52,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),93.25,4631.7,no,48+,87.39056603773585
4054-cumia,female,0,yes,yes,18,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.25,401.95,no,12-24,21.155263157894737
0603-tpmib,female,0,yes,yes,59,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.45,1534.05,no,48+,25.5675
2525-gvkqu,female,0,no,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.6,1093.0,no,48+,17.918032786885245
8161-qymtt,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.1,701.3,no,6-12,87.6625
9581-gvbxt,male,0,yes,yes,59,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,34.8,1980.3,no,48+,33.005
5862-brixz,male,0,no,no,46,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),60.75,2893.4,no,24-48,61.56170212765958
5404-ggukr,male,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.35,262.3,no,0-6,43.71666666666667
3308-jsgml,male,1,yes,no,59,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),64.05,3886.85,no,48+,64.78083333333333
2126-gsegl,female,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.8,5917.55,no,48+,83.34577464788732
3677-tnkio,female,0,no,no,14,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),71.0,914.0,yes,12-24,60.93333333333333
0440-qexbz,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,50.15,2139.1,no,24-48,47.535555555555554
2434-eevdb,female,0,yes,no,64,yes,yes,fiber optic,yes,no,yes,no,yes,no,two year,yes,credit card (automatic),94.6,5948.7,no,48+,91.51846153846154
6762-qvyjo,female,0,yes,yes,58,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,mailed check,59.75,3624.35,no,48+,61.429661016949154
6199-iwkgc,female,1,yes,no,46,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,no,electronic check,100.25,4753.85,no,24-48,101.14574468085107
2675-dhutr,male,1,yes,no,58,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,98.9,5780.7,no,48+,97.97796610169492
8152-vetur,female,0,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),97.7,6869.7,no,48+,94.1054794520548
9667-eqrxu,female,1,no,no,30,no,no phone service,dsl,no,no,yes,no,yes,no,month-to-month,yes,electronic check,40.3,1172.95,yes,24-48,37.83709677419355
7446-ypode,male,1,no,no,11,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),60.25,662.95,no,6-12,55.24583333333334
9522-bnthx,female,1,no,no,34,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,56.25,1765.95,no,24-48,50.455714285714286
4676-wluht,male,0,no,no,54,no,no phone service,dsl,yes,yes,no,no,no,yes,two year,no,bank transfer (automatic),46.2,2431.95,no,48+,44.21727272727272
3329-wdiok,female,0,no,no,3,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.6,155.35,yes,0-6,38.8375
7980-mhflq,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.9,1859.2,no,48+,25.46849315068493
2873-zliwt,female,0,yes,yes,40,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,84.85,3303.05,yes,24-48,80.56219512195122
3415-taile,female,0,yes,yes,2,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,no,mailed check,65.7,134.35,yes,0-6,44.78333333333333
0757-wcuuz,male,0,yes,yes,54,yes,yes,dsl,no,no,yes,no,no,yes,two year,no,credit card (automatic),63.35,3409.1,no,48+,61.983636363636364
1629-dqqvb,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),50.1,709.5,no,12-24,47.3
1915-iofgu,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,70.5,yes,0-6,35.25
3045-xetsh,female,0,no,no,10,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.85,953.45,yes,6-12,86.67727272727274
0374-aacsz,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,50.15,50.15,no,0-6,25.075
7239-hzzcx,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,19.75,yes,0-6,9.875
